Review Text,Rating (Max 5),Review Date,Product Name,review_text_raw,review_text,review_text_lemma,brand,rating,review_date,absorbency,comfort,price,discretion,adhesive_fit,packaging,sustainability,absorbency_n_sents,comfort_n_sents,price_n_sents,discretion_n_sents,adhesive_fit_n_sents,packaging_n_sents,sustainability_n_sents
"I was having to change my premium brand disposable maxi pads every hour on my heaviest days resulting me using over 10 a day. Not good really, I decided to try some reusable pads to go with my branded reusable period pants (as changing whole pants can be annoying in the day) and settled on these after seeing a customer review on youtube.These dont give as much absorbency as I was hoping, however they last an hour longer than the maxi disposables, so for me that is a win!I have bought two packs of these to keep me going through my heavy days. They can take a while to dry (though not as long as my super heavy flow period pants) and its best to rinse them out then soak then in water until you come to washing them with your usual laundry. This way they dont stain or start to smell due to being left wet for too long.",5.0 out of 5 stars,2023-03-25 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"I was having to change my premium brand disposable maxi pads every hour on my heaviest days resulting me using over 10 a day. Not good really, I decided to try some reusable pads to go with my branded reusable period pants (as changing whole pants can be annoying in the day) and settled on these after seeing a customer review on youtube.These dont give as much absorbency as I was hoping, however they last an hour longer than the maxi disposables, so for me that is a win!I have bought two packs of these to keep me going through my heavy days. They can take a while to dry (though not as long as my super heavy flow period pants) and its best to rinse them out then soak then in water until you come to washing them with your usual laundry. This way they dont stain or start to smell due to being left wet for too long.","I was having to change my premium brand disposable maxi pads every hour on my heaviest days resulting me using over 10 a day. Not good really, I decided to try some reusable pads to go with my branded reusable period pants (as changing whole pants can be annoying in the day) and settled on these after seeing a customer review on youtube.These dont give as much absorbency as I was hoping, however they last an hour longer than the maxi disposables, so for me that is a win!I have bought two packs of these to keep me going through my heavy days. They can take a while to dry (though not as long as my super heavy flow period pants) and its best to rinse them out then soak then in water until you come to washing them with your usual laundry. This way they dont stain or start to smell due to being left wet for too long.",i be have to change my premium brand disposable maxi pad every hour on my heavy day result i use over 10 a day not good really i decide to try some reusable pad to go with my branded reusable period pant as change whole pant can be annoying in the day and settle on these after see a customer review on youtube these do not give as much absorbency as i be hop however they last an hour long than the maxi disposable so for i that be a win!i have buy two pack of these to keep i go through my heavy day they can take a while to dry though not as long as my super heavy flow period pant and its good to rinse they out then soak then in water until you come to wash they with your usual laundry this way they do not stain or start to smell due to be leave wet for too long,,,2023-03-25,-0.9929059743881226,,,,,-0.9898694157600403,,2,0,0,0,0,1,0
"When the pack description said heavy/ maternity I was cautiously optimistic, I purchased my first pack at the end of Jan to test out, and they have been washed multiple times I found them to be comfortable and feel confident wearing no accidents and no unpleasentness/soreness to deal with as you find with disposable I have a few others from a different brand for a daily option, but these are what I would use along with cup when the event shows up depending on the heaviness/activity planned for the day. Would I recommend absolutely have I just received two more packs yes. May not be 100% plastic free but a heck of a lot better for you and the environment than disposable options, and these can be recycled at the end of there life. And to deal with micro plastic issues a guppy friend washing bag/ washing machine filter is always an option. Most clothes contain some type of synthetic materials.",5.0 out of 5 stars,2023-03-03 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"When the pack description said heavy/ maternity I was cautiously optimistic, I purchased my first pack at the end of Jan to test out, and they have been washed multiple times I found them to be comfortable and feel confident wearing no accidents and no unpleasentness/soreness to deal with as you find with disposable I have a few others from a different brand for a daily option, but these are what I would use along with cup when the event shows up depending on the heaviness/activity planned for the day. Would I recommend absolutely have I just received two more packs yes. May not be 100% plastic free but a heck of a lot better for you and the environment than disposable options, and these can be recycled at the end of there life. And to deal with micro plastic issues a guppy friend washing bag/ washing machine filter is always an option. Most clothes contain some type of synthetic materials.","When the pack description said heavy/ maternity I was cautiously optimistic, I purchased my first pack at the end of Jan to test out, and they have been washed multiple times I found them to be comfortable and feel confident wearing no accidents and no unpleasentness/soreness to deal with as you find with disposable I have a few others from a different brand for a daily option, but these are what I would use along with cup when the event shows up depending on the heaviness/activity planned for the day. Would I recommend absolutely have I just received two more packs yes. May not be 100% plastic free but a heck of a lot better for you and the environment than disposable options, and these can be recycled at the end of there life. And to deal with micro plastic issues a guppy friend washing bag/ washing machine filter is always an option. Most clothes contain some type of synthetic materials.",when the pack description say heavy/ maternity i be cautiously optimistic i purchase my first pack at the end of jan to test out and they have be wash multiple time i find they to be comfortable and feel confident wear no accident and no unpleasentness soreness to deal with as you find with disposable i have a few other from a different brand for a daily option but these be what i would use along with cup when the event show up depend on the heaviness activity plan for the day would i recommend absolutely have i just receive two more pack yes may not be 100 plastic free but a heck of a lot well for you and the environment than disposable option and these can be recycle at the end of there life and to deal with micro plastic issue a guppy friend wash bag/ washing machine filter be always an option most clothe contain some type of synthetic material,,,2023-03-03,,0.9875919222831726,0.0009919703006744385,0.9875919222831726,,0.9855057299137115,-0.32530973354975384,0,1,2,1,0,2,3
"So my first time using these I'm fed up of throwing money in the bin (i know there not much), ruining knickers where the normal pads super stick & rip them & I'm getting a bit more eco friendly. (I'm middle of period when starting these to test from normal pads) instructions easy except for the under side has the logo but doesn't state if back or front but I prefer back but I dont think there is a right or wrong. So I liked the dark colour underneath which feels soft & silky like a swim suit material. The pad (extra long) is thicker than my usual pad but you dont notice it. They have 2 poppers to select the width of your panties which is good (big girl). The pad fabric is soft, like a thin sheepskin blanket. It comes with a 2 pocket bag so one fresh one used. I have not had any smell until I decided to wipe the pad which then it did. I do feel fresh & forget I've got it on. They can slide a little but not enough for concern. I've cleaned them by rinsing in cold water until the water runs clear this is when you realise how much fluid the pad has held/soaked up. I put them on the air to dry.in final picture you can see they dry great back to normal.You can put in machine on cold wash, no detergent & dryer on low heat. On my first 2 days I went through 15 pads then 2 eco pads a day. I wish i knew about these a long time ago.",5.0 out of 5 stars,2019-12-28 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"So my first time using these I'm fed up of throwing money in the bin (i know there not much), ruining knickers where the normal pads super stick & rip them & I'm getting a bit more eco friendly. (I'm middle of period when starting these to test from normal pads) instructions easy except for the under side has the logo but doesn't state if back or front but I prefer back but I dont think there is a right or wrong. So I liked the dark colour underneath which feels soft & silky like a swim suit material. The pad (extra long) is thicker than my usual pad but you dont notice it. They have 2 poppers to select the width of your panties which is good (big girl). The pad fabric is soft, like a thin sheepskin blanket. It comes with a 2 pocket bag so one fresh one used. I have not had any smell until I decided to wipe the pad which then it did. I do feel fresh & forget I've got it on. They can slide a little but not enough for concern. I've cleaned them by rinsing in cold water until the water runs clear this is when you realise how much fluid the pad has held/soaked up. I put them on the air to dry.in final picture you can see they dry great back to normal.You can put in machine on cold wash, no detergent & dryer on low heat. On my first 2 days I went through 15 pads then 2 eco pads a day. I wish i knew about these a long time ago.","So my first time using these I'm fed up of throwing money in the bin (i know there not much), ruining knickers where the normal pads super stick & rip them & I'm getting a bit more eco friendly. (I'm middle of period when starting these to test from normal pads) instructions easy except for the under side has the logo but doesn't state if back or front but I prefer back but I dont think there is a right or wrong. So I liked the dark colour underneath which feels soft & silky like a swim suit material. The pad (extra long) is thicker than my usual pad but you dont notice it. They have 2 poppers to select the width of your panties which is good (big girl). The pad fabric is soft, like a thin sheepskin blanket. It comes with a 2 pocket bag so one fresh one used. I have not had any smell until I decided to wipe the pad which then it did. I do feel fresh & forget I've got it on. They can slide a little but not enough for concern. I've cleaned them by rinsing in cold water until the water runs clear this is when you realise how much fluid the pad has held/soaked up. I put them on the air to dry.in final picture you can see they dry great back to normal.You can put in machine on cold wash, no detergent & dryer on low heat. On my first 2 days I went through 15 pads then 2 eco pads a day. I wish i knew about these a long time ago.",so my first time use these i be feed up of throw money in the bin i know there not much ruin knicker where the normal pad super stick rip they i be get a bit more eco friendly i be middle of period when start these to test from normal pad instruction easy except for the under side have the logo but do not state if back or front but i prefer back but i do not think there be a right or wrong so i like the dark colour underneath which feel soft silky like a swim suit material the pad extra long be thick than my usual pad but you do not notice it they have 2 popper to select the width of your panty which be good big girl the pad fabric be soft like a thin sheepskin blanket it come with a 2 pocket bag so one fresh one use i have not have any smell until i decide to wipe the pad which then it do i do feel fresh forget i have get it on they can slide a little but not enough for concern i have clean they by rinse in cold water until the water run clear this be when you realise how much fluid the pad have hold soak up i put they on the air to dry.in final picture you can see they dry great back to normal you can put in machine on cold wash no detergent dryer on low heat on my first 2 day i go through 15 pad then 2 eco pad a day i wish i know about these a long time ago,,,2019-12-28,-0.9881617426872253,0.004160851240158081,,-0.9728195865948995,-0.9997181296348572,,-0.9942810237407684,1,2,0,3,1,0,2
"I've actually just ordered a second set. I bought my first set 10/11 months ago. I love them. So much more comfortable than disposable ones and more absorbent. They don't need changed as often as disposable ones too. Easy to wash, I just put them in the washing machine and then dry them on the rack or on the radiator. The ones I bought originally are still perfect I just wanted more as sometimes I'm waiting for one to dry after being washed before I can change it. It's worth the money. They stay out very well too. I had other reusable ones that had trouble staying in one place but these ones are fine!",5.0 out of 5 stars,2024-06-28 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Medium Flow),"I've actually just ordered a second set. I bought my first set 10/11 months ago. I love them. So much more comfortable than disposable ones and more absorbent. They don't need changed as often as disposable ones too. Easy to wash, I just put them in the washing machine and then dry them on the rack or on the radiator. The ones I bought originally are still perfect I just wanted more as sometimes I'm waiting for one to dry after being washed before I can change it. It's worth the money. They stay out very well too. I had other reusable ones that had trouble staying in one place but these ones are fine!","I've actually just ordered a second set. I bought my first set 10/11 months ago. I love them. So much more comfortable than disposable ones and more absorbent. They don't need changed as often as disposable ones too. Easy to wash, I just put them in the washing machine and then dry them on the rack or on the radiator. The ones I bought originally are still perfect I just wanted more as sometimes I'm waiting for one to dry after being washed before I can change it. It's worth the money. They stay out very well too. I had other reusable ones that had trouble staying in one place but these ones are fine!",i have actually just order a second set i buy my first set 10/11 month ago i love they so much more comfortable than disposable one and more absorbent they do not need change as often as disposable one too easy to wash i just put they in the washing machine and then dry they on the rack or on the radiator the one i buy originally be still perfect i just want more as sometimes i be wait for one to dry after be wash before i can change it it be worth the money they stay out very well too i have other reusable one that have trouble stay in one place but these one be fine,,,2024-06-28,0.9992735981941223,0.9992735981941223,0.9998052716255188,,0.9976187348365784,,-0.9973069429397583,1,1,1,0,2,0,1
"Overall I really like these pads. I have heavy flow and the absorbency is amazing and had zero leaks. They are also very comfortable as the liquid gets wicked away from skin. However, they can slide around in my pants and I need to readjust them regularly, so I tend to use them at home rather than at work or when out and about. The heavy flow pads are fairly bulky but no worse than standard maxi pads really. Don't know how they will feel in warm weather as the fabric is thick and like fleece, so they may be a bit warm in a heat wave. Very easy to wash and found the waterproof bag very useful. Overall, I am satisfied and will probably get some more in the future",4.0 out of 5 stars,2022-11-02 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for 3 Medium + 3 Heavy),"Overall I really like these pads. I have heavy flow and the absorbency is amazing and had zero leaks. They are also very comfortable as the liquid gets wicked away from skin. However, they can slide around in my pants and I need to readjust them regularly, so I tend to use them at home rather than at work or when out and about. The heavy flow pads are fairly bulky but no worse than standard maxi pads really. Don't know how they will feel in warm weather as the fabric is thick and like fleece, so they may be a bit warm in a heat wave. Very easy to wash and found the waterproof bag very useful. Overall, I am satisfied and will probably get some more in the future","Overall I really like these pads. I have heavy flow and the absorbency is amazing and had zero leaks. They are also very comfortable as the liquid gets wicked away from skin. However, they can slide around in my pants and I need to readjust them regularly, so I tend to use them at home rather than at work or when out and about. The heavy flow pads are fairly bulky but no worse than standard maxi pads really. Don't know how they will feel in warm weather as the fabric is thick and like fleece, so they may be a bit warm in a heat wave. Very easy to wash and found the waterproof bag very useful. Overall, I am satisfied and will probably get some more in the future",overall i really like these pad i have heavy flow and the absorbency be amazing and have zero leak they be also very comfortable as the liquid get wicked away from skin however they can slide around in my pant and i need to readjust they regularly so i tend to use they at home rather than at work or when out and about the heavy flow pad be fairly bulky but no bad than standard maxi pad really do not know how they will feel in warm weather as the fabric be thick and like fleece so they may be a bit warm in a heat wave very easy to wash and find the waterproof bag very useful overall i be satisfied and will probably get some more in the future,,,2022-11-02,0.0015341341495513916,0.9995648264884949,,-0.8335234224796295,,,,2,1,0,2,0,0,0
"These are an absolute god send! If you ever get itchy or leak with disposable pads, please give these a try! I bleed heavily and was forever leaking even with a night-time disposable pad and it would still go everywhere. Now I just use one of these Mediums, with some period underwear and no more spills. I think the fuzzy material stops it from shifting too much compared to other pads, so it stays and catches what it needs to.Washing them out is a breeze, just rinse them under cold water and toss them in the washer. I've only used them for 2 cycles and I no longer have any irritation, or sweating either.They're also super comfortable on, not bulky or makes you feel as if you're wearing a pad at all.10/10",5.0 out of 5 stars,2023-12-21 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for 3 Medium + 3 Heavy),"These are an absolute god send! If you ever get itchy or leak with disposable pads, please give these a try! I bleed heavily and was forever leaking even with a night-time disposable pad and it would still go everywhere. Now I just use one of these Mediums, with some period underwear and no more spills. I think the fuzzy material stops it from shifting too much compared to other pads, so it stays and catches what it needs to.Washing them out is a breeze, just rinse them under cold water and toss them in the washer. I've only used them for 2 cycles and I no longer have any irritation, or sweating either.They're also super comfortable on, not bulky or makes you feel as if you're wearing a pad at all.10/10","These are an absolute god send! If you ever get itchy or leak with disposable pads, please give these a try! I bleed heavily and was forever leaking even with a night-time disposable pad and it would still go everywhere. Now I just use one of these Mediums, with some period underwear and no more spills. I think the fuzzy material stops it from shifting too much compared to other pads, so it stays and catches what it needs to.Washing them out is a breeze, just rinse them under cold water and toss them in the washer. I've only used them for 2 cycles and I no longer have any irritation, or sweating either.They're also super comfortable on, not bulky or makes you feel as if you're wearing a pad at all.10/10",these be an absolute god send if you ever get itchy or leak with disposable pad please give these a try i bleed heavily and be forever leak even with a night time disposable pad and it would still go everywhere now i just use one of these mediums with some period underwear and no more spill i think the fuzzy material stop it from shift too much compare to other pad so it stay and catch what it need to wash they out be a breeze just rinse they under cold water and toss they in the washer i have only use they for 2 cycle and i no long have any irritation or sweating either they're also super comfortable on not bulky or make you feel as if you be wear a pad at all.10/10,,,2023-12-21,-0.9926874935626984,0.001273423433303833,,0.11493086814880371,-0.7588008046150208,,,2,2,0,2,1,0,0
"I've found that I really quite like these after initially being dubious and will definitely see what other products are in the range.Pros:Very absorbent, soft and comfortableThe popper fastens well under your knickers and they stay secureEasy to clean by hand and then wash in the machineThese can be fastened up like little parcels when dirty/wet and stored in a provided bag before putting in the washCons:A pack of 3 large and 3 medium wasn't enough for one period without washing several times. This was my first but so will definitely buy moreThese are slimline but still a little bulkier than I would like for leggings, tighter fitting trousers. I'm working from home at the moment so this isn't really an issueIt's not an issue as such but where these are made from fabric, they absorb quite a lot and it's a bit tricky to tell how heavy you are bleeding until you rinse them out. Just something I need to get used to I suppose.",4.0 out of 5 stars,2020-11-22 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for 3 Medium + 3 Heavy),"I've found that I really quite like these after initially being dubious and will definitely see what other products are in the range.Pros:Very absorbent, soft and comfortableThe popper fastens well under your knickers and they stay secureEasy to clean by hand and then wash in the machineThese can be fastened up like little parcels when dirty/wet and stored in a provided bag before putting in the washCons:A pack of 3 large and 3 medium wasn't enough for one period without washing several times. This was my first but so will definitely buy moreThese are slimline but still a little bulkier than I would like for leggings, tighter fitting trousers. I'm working from home at the moment so this isn't really an issueIt's not an issue as such but where these are made from fabric, they absorb quite a lot and it's a bit tricky to tell how heavy you are bleeding until you rinse them out. Just something I need to get used to I suppose.","I've found that I really quite like these after initially being dubious and will definitely see what other products are in the range.Pros:Very absorbent, soft and comfortableThe popper fastens well under your knickers and they stay secureEasy to clean by hand and then wash in the machineThese can be fastened up like little parcels when dirty/wet and stored in a provided bag before putting in the washCons:A pack of 3 large and 3 medium wasn't enough for one period without washing several times. This was my first but so will definitely buy moreThese are slimline but still a little bulkier than I would like for leggings, tighter fitting trousers. I'm working from home at the moment so this isn't really an issueIt's not an issue as such but where these are made from fabric, they absorb quite a lot and it's a bit tricky to tell how heavy you are bleeding until you rinse them out. Just something I need to get used to I suppose.",i have find that i really quite like these after initially be dubious and will definitely see what other product be in the range pro very absorbent soft and comfortablethe popper fasten well under your knicker and they stay secureeasy to clean by hand and then wash in the machinethese can be fasten up like little parcel when dirty wet and store in a provide bag before put in the washcon a pack of 3 large and 3 medium be not enough for one period without wash several time this be my first but so will definitely buy morethese be slimline but still a little bulky than i would like for legging tight fitting trouser i be work from home at the moment so this be not really an issueit 's not an issue as such but where these be make from fabric they absorb quite a lot and it be a bit tricky to tell how heavy you be bleed until you rinse they out just something i need to get use to i suppose,,,2020-11-22,0.9554107785224915,0.9895078539848328,,-0.12498223781585693,0.8645110726356506,0.9895078539848328,,2,1,0,2,2,1,0
"I bought these after years of using tampons and disposable pads. A couple of years ago I switched to a mooncup (great too!) but found that inserting a mooncup (or tampons) at the beginning of my period would cause my cramps to worsen. So I decided to give these a try.They are BRILLIANT. Unless I am going for a run, I will use these over any other menstrual item. It's like a soft haven for your lady parts. A cosy time for your foof. Your lady garden doesn't get stuck in the adhesive because there is none. You don't crinkle when you walk. BYE BYE ADULT LADY NAPPY RASH.If wearing at night, make sure you button them up on the tighter button if you can - they can move around a bit if you're a mover, but to be honest, they are still more reliable than disposables!I bought a pack of heavy ones, and I hand wash them (I only have 6 and I am not organised enough to wash them in the machine mid cycle lol) and they are literally incredible. Cannot recommend highly enough.",5.0 out of 5 stars,2022-01-21 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"I bought these after years of using tampons and disposable pads. A couple of years ago I switched to a mooncup (great too!) but found that inserting a mooncup (or tampons) at the beginning of my period would cause my cramps to worsen. So I decided to give these a try.They are BRILLIANT. Unless I am going for a run, I will use these over any other menstrual item. It's like a soft haven for your lady parts. A cosy time for your foof. Your lady garden doesn't get stuck in the adhesive because there is none. You don't crinkle when you walk. BYE BYE ADULT LADY NAPPY RASH.If wearing at night, make sure you button them up on the tighter button if you can - they can move around a bit if you're a mover, but to be honest, they are still more reliable than disposables!I bought a pack of heavy ones, and I hand wash them (I only have 6 and I am not organised enough to wash them in the machine mid cycle lol) and they are literally incredible. Cannot recommend highly enough.","I bought these after years of using tampons and disposable pads. A couple of years ago I switched to a mooncup (great too!) but found that inserting a mooncup (or tampons) at the beginning of my period would cause my cramps to worsen. So I decided to give these a try.They are BRILLIANT. Unless I am going for a run, I will use these over any other menstrual item. It's like a soft haven for your lady parts. A cosy time for your foof. Your lady garden doesn't get stuck in the adhesive because there is none. You don't crinkle when you walk. BYE BYE ADULT LADY NAPPY RASH.If wearing at night, make sure you button them up on the tighter button if you can - they can move around a bit if you're a mover, but to be honest, they are still more reliable than disposables!I bought a pack of heavy ones, and I hand wash them (I only have 6 and I am not organised enough to wash them in the machine mid cycle lol) and they are literally incredible. Cannot recommend highly enough.",i buy these after year of use tampon and disposable pad a couple of year ago i switch to a mooncup great too but find that insert a mooncup or tampon at the beginning of my period would cause my cramp to worsen so i decide to give these a try they be brilliant unless i be go for a run i will use these over any other menstrual item it be like a soft haven for your lady part a cosy time for your foof your lady garden do not get stick in the adhesive because there be none you do not crinkle when you walk bye bye adult lady nappy rash.if wear at night make sure you button they up on the tight button if you can they can move around a bit if you be a mover but to be honest they be still more reliable than disposables!i buy a pack of heavy one and i hand wash they i only have 6 and i be not organise enough to wash they in the machine mid cycle lol and they be literally incredible can not recommend highly enough,,,2022-01-21,,0.9984013438224792,,0.9977210164070129,0.24041467905044556,0.9981288313865662,0.9756759405136108,0,3,0,1,2,1,1
"These are soo comfy and I've had no problems with them moving around. The extra long ones are great for nights as they prevent any leakages. The grey side which I believe is the side you use is a nice fleece material so is very soft and doesn't cause any rubbing.They have a great absorbency as I have always experienced heavy flows and normally go through 5 pads in the day and 2-3 during the night. However I only need to use one of these during the day and one of the longer ones at night time.When washing I leave them to soak in cold salted water to prevent staining for about an hour then just put them on the 30 minute 30 degrees Celsius setting, I don't use any conditioner/softener as this can affect the absorbency of the pads. And then I just hang them to dry as I don't think you're supposed to tumble dry these.They're amazing and I only wish I bought them sooner, I will never go back to disposable pads as these are better for the environment and your body without all of the nasty chemicals that can do god knows what to your feminine health. Also I don't have to pay out money for products every month now!",5.0 out of 5 stars,2021-01-12 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for 3 Medium + 3 Heavy),"These are soo comfy and I've had no problems with them moving around. The extra long ones are great for nights as they prevent any leakages. The grey side which I believe is the side you use is a nice fleece material so is very soft and doesn't cause any rubbing.They have a great absorbency as I have always experienced heavy flows and normally go through 5 pads in the day and 2-3 during the night. However I only need to use one of these during the day and one of the longer ones at night time.When washing I leave them to soak in cold salted water to prevent staining for about an hour then just put them on the 30 minute 30 degrees Celsius setting, I don't use any conditioner/softener as this can affect the absorbency of the pads. And then I just hang them to dry as I don't think you're supposed to tumble dry these.They're amazing and I only wish I bought them sooner, I will never go back to disposable pads as these are better for the environment and your body without all of the nasty chemicals that can do god knows what to your feminine health. Also I don't have to pay out money for products every month now!","These are soo comfy and I've had no problems with them moving around. The extra long ones are great for nights as they prevent any leakages. The grey side which I believe is the side you use is a nice fleece material so is very soft and doesn't cause any rubbing.They have a great absorbency as I have always experienced heavy flows and normally go through 5 pads in the day and 2-3 during the night. However I only need to use one of these during the day and one of the longer ones at night time.When washing I leave them to soak in cold salted water to prevent staining for about an hour then just put them on the 30 minute 30 degrees Celsius setting, I don't use any conditioner/softener as this can affect the absorbency of the pads. And then I just hang them to dry as I don't think you're supposed to tumble dry these.They're amazing and I only wish I bought them sooner, I will never go back to disposable pads as these are better for the environment and your body without all of the nasty chemicals that can do god knows what to your feminine health. Also I don't have to pay out money for products every month now!",these be soo comfy and i have have no problem with they move around the extra long one be great for night as they prevent any leakage the grey side which i believe be the side you use be a nice fleece material so be very soft and do not cause any rubbing they have a great absorbency as i have always experience heavy flow and normally go through 5 pad in the day and 2 3 during the night however i only need to use one of these during the day and one of the long one at night time when wash i leave they to soak in cold salt water to prevent stain for about an hour then just put they on the 30 minute 30 degree celsius setting i do not use any conditioner softener as this can affect the absorbency of the pad and then i just hang they to dry as i do not think you be suppose to tumble dry these they're amazing and i only wish i buy they soon i will never go back to disposable pad as these be well for the environment and your body without all of the nasty chemical that can do god know what to your feminine health also i do not have to pay out money for product every month now,,,2021-01-12,0.3307754000027974,-0.0006893277168273926,,-0.9730475544929504,,,-0.9730475544929504,3,2,0,1,0,0,1
"I suffer from an extremely heavy menstrual cycle, and usually have to buy the biggest bulkiest incontinence pads to deal with my heavy flow, but lately there have been times the shop hasn't had my towels in stock and I was fed up of wasting money on regular towels that can't handle a period like mine, so I decided to try these. I wasn't expecting much to be honest, but I was shocked at just how much they can absorb and how easy they are to clean. They could do with being a little wider, but apart from that, these towels really are worth the money. Would recommend for any woman who suffers heavy periods.",4.0 out of 5 stars,2023-01-10 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"I suffer from an extremely heavy menstrual cycle, and usually have to buy the biggest bulkiest incontinence pads to deal with my heavy flow, but lately there have been times the shop hasn't had my towels in stock and I was fed up of wasting money on regular towels that can't handle a period like mine, so I decided to try these. I wasn't expecting much to be honest, but I was shocked at just how much they can absorb and how easy they are to clean. They could do with being a little wider, but apart from that, these towels really are worth the money. Would recommend for any woman who suffers heavy periods.","I suffer from an extremely heavy menstrual cycle, and usually have to buy the biggest bulkiest incontinence pads to deal with my heavy flow, but lately there have been times the shop hasn't had my towels in stock and I was fed up of wasting money on regular towels that can't handle a period like mine, so I decided to try these. I wasn't expecting much to be honest, but I was shocked at just how much they can absorb and how easy they are to clean. They could do with being a little wider, but apart from that, these towels really are worth the money. Would recommend for any woman who suffers heavy periods.",i suffer from an extremely heavy menstrual cycle and usually have to buy the big bulky incontinence pad to deal with my heavy flow but lately there have be time the shop have not have my towel in stock and i be feed up of waste money on regular towel that can not handle a period like mine so i decide to try these i be not expect much to be honest but i be shock at just how much they can absorb and how easy they be to clean they could do with be a little wide but apart from that these towel really be worth the money would recommend for any woman who suffer heavy period,,,2023-01-10,-0.0008484721183776855,,0.00041490793228149414,-0.9987767338752747,,,-0.9604626893997192,2,0,2,1,0,0,1
"This pack of 6 lasted me from the afternoon of day 1 to the evening of day 2, which is about the same as disposables for me. The fleecy upper material is soft and very comfortable, and I didn't find them bulky at all. Absorbency seems good, but perhaps not as quick to wick away wetness. I did notice a slight smell, I suspect the chemicals in disposable pads usually control this. No problems with leaking or moving.I used these 6 pads, then switched back to disposables whilst I set about washing them. I put them in a plastic bathroom bin and rinsed with cold water. I'm not squeamish but I did found this a little unpleasant. Then in the washing machine on 40 degrees for an hour, with normal detergent. They air dry quickly. I put them in with the bath mat, I didn't fancy mixing with clothes.On the whole a positive experience. I will give another cycle's trial before I purchase another set of 6. Main negatives for me are the rinsing (I may try skipping this step), smell (natural but slightly unpleasant) and not being able to monitor how much I'm bleeding (difficult to see or tell).",4.0 out of 5 stars,2020-10-04 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow),"This pack of 6 lasted me from the afternoon of day 1 to the evening of day 2, which is about the same as disposables for me. The fleecy upper material is soft and very comfortable, and I didn't find them bulky at all. Absorbency seems good, but perhaps not as quick to wick away wetness. I did notice a slight smell, I suspect the chemicals in disposable pads usually control this. No problems with leaking or moving.I used these 6 pads, then switched back to disposables whilst I set about washing them. I put them in a plastic bathroom bin and rinsed with cold water. I'm not squeamish but I did found this a little unpleasant. Then in the washing machine on 40 degrees for an hour, with normal detergent. They air dry quickly. I put them in with the bath mat, I didn't fancy mixing with clothes.On the whole a positive experience. I will give another cycle's trial before I purchase another set of 6. Main negatives for me are the rinsing (I may try skipping this step), smell (natural but slightly unpleasant) and not being able to monitor how much I'm bleeding (difficult to see or tell).","This pack of 6 lasted me from the afternoon of day 1 to the evening of day 2, which is about the same as disposables for me. The fleecy upper material is soft and very comfortable, and I didn't find them bulky at all. Absorbency seems good, but perhaps not as quick to wick away wetness. I did notice a slight smell, I suspect the chemicals in disposable pads usually control this. No problems with leaking or moving.I used these 6 pads, then switched back to disposables whilst I set about washing them. I put them in a plastic bathroom bin and rinsed with cold water. I'm not squeamish but I did found this a little unpleasant. Then in the washing machine on 40 degrees for an hour, with normal detergent. They air dry quickly. I put them in with the bath mat, I didn't fancy mixing with clothes.On the whole a positive experience. I will give another cycle's trial before I purchase another set of 6. Main negatives for me are the rinsing (I may try skipping this step), smell (natural but slightly unpleasant) and not being able to monitor how much I'm bleeding (difficult to see or tell).",this pack of 6 last i from the afternoon of day 1 to the evening of day 2 which be about the same as disposable for i the fleecy upper material be soft and very comfortable and i do not find they bulky at all absorbency seem good but perhaps not as quick to wick away wetness i do notice a slight smell i suspect the chemical in disposable pad usually control this no problem with leak or move i use these 6 pad then switch back to disposable whilst i set about wash they i put they in a plastic bathroom bin and rinse with cold water i be not squeamish but i do find this a little unpleasant then in the washing machine on 40 degree for an hour with normal detergent they air dry quickly i put they in with the bath mat i do not fancy mix with clothe on the whole a positive experience i will give another cycle 's trial before i purchase another set of 6 main negative for i be the rinsing i may try skip this step smell natural but slightly unpleasant and not be able to monitor how much i be bleed difficult to see or tell,,,2020-10-04,-0.9603184461593628,0.006430089473724365,,0.9983538389205933,,-0.9953422546386719,-0.9976160526275635,2,2,0,1,0,1,1
These were very good. but they are now so thin and not good at all.,2.0 out of 5 stars,2025-12-14 00:00:00,"by Amazon Incontinence Pads Extra Plus, 48 Pads (6 Packs of 8), Individually wrapped, Unscented (Previously Amazon Basic Care) - Packaging May Vary",These were very good. but they are now so thin and not good at all.,These were very good. but they are now so thin and not good at all.,these be very good but they be now so thin and not good at all,,,2025-12-14,,,,-0.9997847676277161,,,,0,0,0,1,0,0,0
